
==========
== CUDA ==
==========

CUDA Version 12.1.1

Container image Copyright (c) 2016-2023, NVIDIA CORPORATION & AFFILIATES. All rights reserved.

This container image and its contents are governed by the NVIDIA Deep Learning Container License.
By pulling and using the container, you accept the terms and conditions of this license:
https://developer.nvidia.com/ngc/nvidia-deep-learning-container-license

A copy of this license is made available in this container at /NGC-DL-CONTAINER-LICENSE for your convenience.


################################################################################
# HORIZON: 1 HOUR(S)
################################################################################

============================================================
Loading data for horizon h+1
============================================================
Features: 823

[Train XGBoost]
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:37:51] WARNING: /workspace/src/common/error_msg.cc:27: The tree method `gpu_hist` is deprecated since 2.0.0. To use GPU training, set the `device` parameter to CUDA instead.

    E.g. tree_method = "hist", device = "cuda"

  warnings.warn(smsg, UserWarning)
[0]	train-mlogloss:1.06745	valid-mlogloss:1.07058
Epoch  39/120 | Loss 0.1709 | Val F1 0.3451 | LR 1.50e-04 | 0.3s (patience 14/22)
Epoch  40/120 | Loss 0.1696 | Val F1 0.3359 | LR 1.50e-04 | 0.4s (patience 13/22)
Epoch  41/120 | Loss 0.1572 | Val F1 0.3359 | LR 1.50e-04 | 0.4s (patience 13/22)
Epoch  42/120 | Loss 0.1596 | Val F1 0.3359 | LR 1.50e-04 | 0.4s (patience 13/22)
Epoch  43/120 | Loss 0.1638 | Val F1 0.3359 | LR 1.50e-04 | 0.4s (patience 13/22)
Epoch  44/120 | Loss 0.1530 | Val F1 0.3359 | LR 1.50e-04 | 0.4s (patience 13/22)
Epoch  45/120 | Loss 0.1456 | Val F1 0.3259 | LR 7.50e-05 | 0.4s (patience 12/22)
Epoch  46/120 | Loss 0.1404 | Val F1 0.3259 | LR 7.50e-05 | 0.4s (patience 12/22)
Epoch  47/120 | Loss 0.1362 | Val F1 0.3259 | LR 7.50e-05 | 0.4s (patience 12/22)
Epoch  48/120 | Loss 0.1311 | Val F1 0.3259 | LR 7.50e-05 | 0.4s (patience 12/22)
Epoch  49/120 | Loss 0.1287 | Val F1 0.3259 | LR 7.50e-05 | 0.4s (patience 12/22)
Epoch  50/120 | Loss 0.1270 | Val F1 0.3175 | LR 7.50e-05 | 0.4s (patience 11/22)
Epoch  51/120 | Loss 0.1229 | Val F1 0.3175 | LR 7.50e-05 | 0.4s (patience 11/22)
Epoch  52/120 | Loss 0.1138 | Val F1 0.3175 | LR 7.50e-05 | 0.3s (patience 11/22)
Epoch  53/120 | Loss 0.1174 | Val F1 0.3175 | LR 7.50e-05 | 0.3s (patience 11/22)
Epoch  54/120 | Loss 0.1125 | Val F1 0.3175 | LR 7.50e-05 | 0.4s (patience 11/22)
Epoch  55/120 | Loss 0.1217 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 10/22)
Epoch  56/120 | Loss 0.1170 | Val F1 0.3323 | LR 7.50e-05 | 0.4s (patience 10/22)
Epoch  57/120 | Loss 0.1135 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 10/22)
Epoch  58/120 | Loss 0.1093 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 10/22)
Epoch  59/120 | Loss 0.1092 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 10/22)
Epoch  60/120 | Loss 0.1134 | Val F1 0.3323 | LR 7.50e-05 | 0.4s (patience 9/22)
Epoch  61/120 | Loss 0.1099 | Val F1 0.3323 | LR 7.50e-05 | 0.4s (patience 9/22)
Epoch  62/120 | Loss 0.1085 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 9/22)
Epoch  63/120 | Loss 0.1026 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 9/22)
Epoch  64/120 | Loss 0.1019 | Val F1 0.3323 | LR 7.50e-05 | 0.3s (patience 9/22)
Epoch  65/120 | Loss 0.1025 | Val F1 0.3232 | LR 7.50e-05 | 0.3s (patience 8/22)
Epoch  66/120 | Loss 0.0914 | Val F1 0.3232 | LR 7.50e-05 | 0.3s (patience 8/22)
Epoch  67/120 | Loss 0.0932 | Val F1 0.3232 | LR 7.50e-05 | 0.3s (patience 8/22)
Epoch  68/120 | Loss 0.0941 | Val F1 0.3232 | LR 7.50e-05 | 0.3s (patience 8/22)
Epoch  69/120 | Loss 0.0958 | Val F1 0.3232 | LR 7.50e-05 | 0.3s (patience 8/22)
Epoch  70/120 | Loss 0.0968 | Val F1 0.3181 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  71/120 | Loss 0.0901 | Val F1 0.3181 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  72/120 | Loss 0.0949 | Val F1 0.3181 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  73/120 | Loss 0.0879 | Val F1 0.3181 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  74/120 | Loss 0.0901 | Val F1 0.3181 | LR 3.75e-05 | 0.3s (patience 7/22)
Epoch  75/120 | Loss 0.0887 | Val F1 0.3235 | LR 3.75e-05 | 0.3s (patience 6/22)
Epoch  76/120 | Loss 0.0867 | Val F1 0.3235 | LR 3.75e-05 | 0.3s (patience 6/22)
Epoch  77/120 | Loss 0.0923 | Val F1 0.3235 | LR 3.75e-05 | 0.3s (patience 6/22)
Epoch  78/120 | Loss 0.0790 | Val F1 0.3235 | LR 3.75e-05 | 0.3s (patience 6/22)
Epoch  79/120 | Loss 0.0833 | Val F1 0.3235 | LR 3.75e-05 | 0.3s (patience 6/22)
Epoch  80/120 | Loss 0.0897 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 5/22)
Epoch  81/120 | Loss 0.0868 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 5/22)
Epoch  82/120 | Loss 0.0802 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 5/22)
Epoch  83/120 | Loss 0.0823 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 5/22)
Epoch  84/120 | Loss 0.0811 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 5/22)
Epoch  85/120 | Loss 0.0908 | Val F1 0.3188 | LR 3.75e-05 | 0.3s (patience 4/22)
Epoch  86/120 | Loss 0.0782 | Val F1 0.3188 | LR 3.75e-05 | 0.3s (patience 4/22)
Epoch  87/120 | Loss 0.0790 | Val F1 0.3188 | LR 3.75e-05 | 0.3s (patience 4/22)
Epoch  88/120 | Loss 0.0801 | Val F1 0.3188 | LR 3.75e-05 | 0.3s (patience 4/22)
Epoch  89/120 | Loss 0.0820 | Val F1 0.3188 | LR 3.75e-05 | 0.3s (patience 4/22)
Epoch  90/120 | Loss 0.0737 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 3/22)
Epoch  91/120 | Loss 0.0710 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 3/22)
Epoch  92/120 | Loss 0.0783 | Val F1 0.3279 | LR 3.75e-05 | 0.4s (patience 3/22)
Epoch  93/120 | Loss 0.0676 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 3/22)
Epoch  94/120 | Loss 0.0733 | Val F1 0.3279 | LR 3.75e-05 | 0.3s (patience 3/22)
Epoch  95/120 | Loss 0.0692 | Val F1 0.3236 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  96/120 | Loss 0.0736 | Val F1 0.3236 | LR 1.87e-05 | 0.4s (patience 2/22)
Epoch  97/120 | Loss 0.0734 | Val F1 0.3236 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  98/120 | Loss 0.0779 | Val F1 0.3236 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch  99/120 | Loss 0.0796 | Val F1 0.3236 | LR 1.87e-05 | 0.3s (patience 2/22)
Epoch 100/120 | Loss 0.0706 | Val F1 0.3319 | LR 1.87e-05 | 0.3s (patience 1/22)
Epoch 101/120 | Loss 0.0643 | Val F1 0.3319 | LR 1.87e-05 | 0.3s (patience 1/22)
Epoch 102/120 | Loss 0.0664 | Val F1 0.3319 | LR 1.87e-05 | 0.3s (patience 1/22)
Epoch 103/120 | Loss 0.0725 | Val F1 0.3319 | LR 1.87e-05 | 0.3s (patience 1/22)
Epoch 104/120 | Loss 0.0695 | Val F1 0.3319 | LR 1.87e-05 | 0.3s (patience 1/22)
Epoch 105/120 | Loss 0.0736 | Val F1 0.3275 | LR 1.87e-05 | 0.4s (patience 0/22)

⚠ Early stopping at epoch 105

✓ Deep training done in 0.60 min | Best val F1=0.3638

============================================================
EVALUATION - DeepGBM (h+24)
============================================================

[Search xgb_weight] best_w=0.50 on valid (F1_macro=0.3692)

Train Results (h+24):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.8214, F1_macro=0.8173
XGB-only:            Acc=0.9948, F1_macro=0.9947
Deep+XGB (w=0.50): Acc=0.9451, F1_macro=0.9430

Naive baseline:
  Acc:     0.5900
  F1Macro: 0.5752

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.9549    0.9520    0.9534      2311
         low     0.9712    0.9467    0.9588      2704
         mid     0.8996    0.9346    0.9168      1927

    accuracy                         0.9451      6942
   macro avg     0.9419    0.9444    0.9430      6942
weighted avg     0.9459    0.9451    0.9453      6942


Valid Results (h+24):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.4345, F1_macro=0.3638
XGB-only:            Acc=0.4345, F1_macro=0.3668
Deep+XGB (w=0.50): Acc=0.4405, F1_macro=0.3692

Naive baseline:
  Acc:     0.5179
  F1Macro: 0.3962

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.0833    0.4286    0.1395         7
         low     0.8085    0.3619    0.5000       105
         mid     0.3882    0.5893    0.4681        56

    accuracy                         0.4405       168
   macro avg     0.4267    0.4599    0.3692       168
weighted avg     0.6382    0.4405    0.4743       168


Test Results (h+24):
────────────────────────────────────────────────────────────
Deep-only:           Acc=0.5148, F1_macro=0.4928
XGB-only:            Acc=0.5544, F1_macro=0.4967
Deep+XGB (w=0.50): Acc=0.5427, F1_macro=0.5115

Naive baseline:
  Acc:     0.6237
  F1Macro: 0.5907

Classification report (Deep+XGB):
              precision    recall  f1-score   support

        high     0.4604    0.7955    0.5832       621
         low     0.8049    0.5247    0.6353      1054
         mid     0.3448    0.2914    0.3159       549

    accuracy                         0.5427      2224
   macro avg     0.5367    0.5372    0.5115      2224
weighted avg     0.5952    0.5427    0.5419      2224

Training history saved to: /app/classification-analysis/deepgbm_unified_v2/h24/training_history_h24.png
Confusion matrices saved to: /app/classification-analysis/deepgbm_unified_v2/h24/confusion_matrices_h24.png
/usr/local/lib/python3.10/dist-packages/xgboost/core.py:160: UserWarning: [11:40:55] WARNING: /workspace/src/c_api/c_api.cc:1240: Saving into deprecated binary model format, please consider using `json` or `ubj`. Model format will default to JSON in XGBoost 2.2 if not specified.
  warnings.warn(smsg, UserWarning)
Models & results saved to: /app/classification-analysis/deepgbm_unified_v2/h24

================================================================================
Completed horizon h+24
================================================================================

